Country,Indicator,Subject,Units,Frequency,Time,Quantity,Flag Codes
ARM,OILPROD,TOT,KTOE,A,1974,,L
ARM,OILPROD,TOT,KTOE,A,1975,,L
ARM,OILPROD,TOT,KTOE,A,1976,,L
ARM,OILPROD,TOT,KTOE,A,1977,,L
ARM,OILPROD,TOT,KTOE,A,1978,,L
ARM,OILPROD,TOT,KTOE,A,1979,,L
ARM,OILPROD,TOT,KTOE,A,1980,,L
ARM,OILPROD,TOT,KTOE,A,1981,,L
ARM,OILPROD,TOT,KTOE,A,1982,,L
ARM,OILPROD,TOT,KTOE,A,1983,,L
ARM,OILPROD,TOT,KTOE,A,1984,,L
ARM,OILPROD,TOT,KTOE,A,1985,,L
ARM,OILPROD,TOT,KTOE,A,1986,,L
ARM,OILPROD,TOT,KTOE,A,1987,,L
ARM,OILPROD,TOT,KTOE,A,1988,,L
ARM,OILPROD,TOT,KTOE,A,1989,,L
ARM,OILPROD,TOT,KTOE,A,1990,0,
ARM,OILPROD,TOT,KTOE,A,1991,0,
ARM,OILPROD,TOT,KTOE,A,1992,0,
ARM,OILPROD,TOT,KTOE,A,1993,0,
ARM,OILPROD,TOT,KTOE,A,1994,0,
ARM,OILPROD,TOT,KTOE,A,1995,0,
ARM,OILPROD,TOT,KTOE,A,1996,0,
ARM,OILPROD,TOT,KTOE,A,1997,0,
ARM,OILPROD,TOT,KTOE,A,1998,0,
ARM,OILPROD,TOT,KTOE,A,1999,0,
ARM,OILPROD,TOT,KTOE,A,2000,0,
ARM,OILPROD,TOT,KTOE,A,2001,0,
ARM,OILPROD,TOT,KTOE,A,2002,0,
ARM,OILPROD,TOT,KTOE,A,2003,0,
ARM,OILPROD,TOT,KTOE,A,2004,0,
ARM,OILPROD,TOT,KTOE,A,2005,0,
ARM,OILPROD,TOT,KTOE,A,2006,0,
ARM,OILPROD,TOT,KTOE,A,2007,0,
ARM,OILPROD,TOT,KTOE,A,2008,0,
ARM,OILPROD,TOT,KTOE,A,2009,0,
ARM,OILPROD,TOT,KTOE,A,2010,0,
ARM,OILPROD,TOT,KTOE,A,2011,0,
ARM,OILPROD,TOT,KTOE,A,2012,0,
ARM,OILPROD,TOT,KTOE,A,2013,0,
ARM,OILPROD,TOT,KTOE,A,2014,0,
ARM,OILPROD,TOT,KTOE,A,2015,0,
AZE,OILPROD,TOT,KTOE,A,1960,,L
AZE,OILPROD,TOT,KTOE,A,1961,,L
AZE,OILPROD,TOT,KTOE,A,1962,,L
AZE,OILPROD,TOT,KTOE,A,1963,,L
AZE,OILPROD,TOT,KTOE,A,1964,,L
AZE,OILPROD,TOT,KTOE,A,1965,,L
AZE,OILPROD,TOT,KTOE,A,1966,,L
AZE,OILPROD,TOT,KTOE,A,1967,,L
AZE,OILPROD,TOT,KTOE,A,1968,,L
AZE,OILPROD,TOT,KTOE,A,1969,,L
AZE,OILPROD,TOT,KTOE,A,1970,,L
AZE,OILPROD,TOT,KTOE,A,1971,,L
AZE,OILPROD,TOT,KTOE,A,1972,,L
AZE,OILPROD,TOT,KTOE,A,1973,,L
AZE,OILPROD,TOT,KTOE,A,1974,,L
AZE,OILPROD,TOT,KTOE,A,1975,,L
AZE,OILPROD,TOT,KTOE,A,1976,,L
AZE,OILPROD,TOT,KTOE,A,1977,,L
AZE,OILPROD,TOT,KTOE,A,1978,,L
AZE,OILPROD,TOT,KTOE,A,1979,,L
AZE,OILPROD,TOT,KTOE,A,1980,,L
AZE,OILPROD,TOT,KTOE,A,1981,,L
AZE,OILPROD,TOT,KTOE,A,1982,,L
AZE,OILPROD,TOT,KTOE,A,1983,,L
AZE,OILPROD,TOT,KTOE,A,1984,,L
AZE,OILPROD,TOT,KTOE,A,1985,,L
AZE,OILPROD,TOT,KTOE,A,1986,,L
AZE,OILPROD,TOT,KTOE,A,1987,,L
AZE,OILPROD,TOT,KTOE,A,1988,,L
AZE,OILPROD,TOT,KTOE,A,1989,,L
AZE,OILPROD,TOT,KTOE,A,1990,12061.913,
AZE,OILPROD,TOT,KTOE,A,1991,11330.278,
AZE,OILPROD,TOT,KTOE,A,1992,10749.393,
AZE,OILPROD,TOT,KTOE,A,1993,10020.774,
AZE,OILPROD,TOT,KTOE,A,1994,9354.464,
AZE,OILPROD,TOT,KTOE,A,1995,8990.657,
AZE,OILPROD,TOT,KTOE,A,1996,8934.378,
AZE,OILPROD,TOT,KTOE,A,1997,8912.268,
AZE,OILPROD,TOT,KTOE,A,1998,11303.144,
AZE,OILPROD,TOT,KTOE,A,1999,13719.144,
AZE,OILPROD,TOT,KTOE,A,2000,13938.232,
AZE,OILPROD,TOT,KTOE,A,2001,14852.775,
AZE,OILPROD,TOT,KTOE,A,2002,15283.916,
AZE,OILPROD,TOT,KTOE,A,2003,15327.131,
AZE,OILPROD,TOT,KTOE,A,2004,15424.615,
AZE,OILPROD,TOT,KTOE,A,2005,22103.791,
AZE,OILPROD,TOT,KTOE,A,2006,32145.67,
AZE,OILPROD,TOT,KTOE,A,2007,41548.374,
AZE,OILPROD,TOT,KTOE,A,2008,42400.607,
AZE,OILPROD,TOT,KTOE,A,2009,48595.377,
AZE,OILPROD,TOT,KTOE,A,2010,48823.51,
AZE,OILPROD,TOT,KTOE,A,2011,43661.872,
AZE,OILPROD,TOT,KTOE,A,2012,41219.742,
AZE,OILPROD,TOT,KTOE,A,2013,40929.299,
AZE,OILPROD,TOT,KTOE,A,2014,39639.895,
AZE,OILPROD,TOT,KTOE,A,2015,39040.92,
BGD,OILPROD,TOT,KTOE,A,1960,,L
BGD,OILPROD,TOT,KTOE,A,1961,,L
BGD,OILPROD,TOT,KTOE,A,1962,,L
BGD,OILPROD,TOT,KTOE,A,1963,,L
BGD,OILPROD,TOT,KTOE,A,1964,,L
BGD,OILPROD,TOT,KTOE,A,1965,,L
BGD,OILPROD,TOT,KTOE,A,1966,,L
BGD,OILPROD,TOT,KTOE,A,1967,,L
BGD,OILPROD,TOT,KTOE,A,1968,,L
BGD,OILPROD,TOT,KTOE,A,1969,,L
BGD,OILPROD,TOT,KTOE,A,1970,,L
BGD,OILPROD,TOT,KTOE,A,1971,0,
BGD,OILPROD,TOT,KTOE,A,1972,0,
BGD,OILPROD,TOT,KTOE,A,1973,5.035,
BGD,OILPROD,TOT,KTOE,A,1974,5.035,
BGD,OILPROD,TOT,KTOE,A,1975,5.035,
BGD,OILPROD,TOT,KTOE,A,1976,7.049,
BGD,OILPROD,TOT,KTOE,A,1977,7.049,
BGD,OILPROD,TOT,KTOE,A,1978,6.042,
BGD,OILPROD,TOT,KTOE,A,1979,7.049,
BGD,OILPROD,TOT,KTOE,A,1980,0,
BGD,OILPROD,TOT,KTOE,A,1981,0,
BGD,OILPROD,TOT,KTOE,A,1982,0,
BGD,OILPROD,TOT,KTOE,A,1983,0,
BGD,OILPROD,TOT,KTOE,A,1984,0,
BGD,OILPROD,TOT,KTOE,A,1985,22.154,
BGD,OILPROD,TOT,KTOE,A,1986,23.161,
BGD,OILPROD,TOT,KTOE,A,1987,25.175,
BGD,OILPROD,TOT,KTOE,A,1988,25.175,
BGD,OILPROD,TOT,KTOE,A,1989,27.189,
BGD,OILPROD,TOT,KTOE,A,1990,19.133,
BGD,OILPROD,TOT,KTOE,A,1991,13.091,
BGD,OILPROD,TOT,KTOE,A,1992,10.07,
BGD,OILPROD,TOT,KTOE,A,1993,7.049,
BGD,OILPROD,TOT,KTOE,A,1994,5.035,
BGD,OILPROD,TOT,KTOE,A,1995,0,
BGD,OILPROD,TOT,KTOE,A,1996,0,
BGD,OILPROD,TOT,KTOE,A,1997,0,
BGD,OILPROD,TOT,KTOE,A,1998,0,
BGD,OILPROD,TOT,KTOE,A,1999,0,
BGD,OILPROD,TOT,KTOE,A,2000,0,
BGD,OILPROD,TOT,KTOE,A,2001,0,
BGD,OILPROD,TOT,KTOE,A,2002,0,
BGD,OILPROD,TOT,KTOE,A,2003,0,
BGD,OILPROD,TOT,KTOE,A,2004,0,
BGD,OILPROD,TOT,KTOE,A,2005,0,
BGD,OILPROD,TOT,KTOE,A,2006,0,
BGD,OILPROD,TOT,KTOE,A,2007,0,
BGD,OILPROD,TOT,KTOE,A,2008,0,
BGD,OILPROD,TOT,KTOE,A,2009,0,
BGD,OILPROD,TOT,KTOE,A,2010,0,
BGD,OILPROD,TOT,KTOE,A,2011,0,
BGD,OILPROD,TOT,KTOE,A,2012,0,
BGD,OILPROD,TOT,KTOE,A,2013,0,
BGD,OILPROD,TOT,KTOE,A,2014,0,
BGD,OILPROD,TOT,KTOE,A,2015,0,
BLR,OILPROD,TOT,KTOE,A,1960,,L
BLR,OILPROD,TOT,KTOE,A,1961,,L
BLR,OILPROD,TOT,KTOE,A,1962,,L
BLR,OILPROD,TOT,KTOE,A,1963,,L
BLR,OILPROD,TOT,KTOE,A,1964,,L
BLR,OILPROD,TOT,KTOE,A,1965,,L
BLR,OILPROD,TOT,KTOE,A,1966,,L
BLR,OILPROD,TOT,KTOE,A,1967,,L
BLR,OILPROD,TOT,KTOE,A,1968,,L
BLR,OILPROD,TOT,KTOE,A,1969,,L
BLR,OILPROD,TOT,KTOE,A,1970,,L
BLR,OILPROD,TOT,KTOE,A,1971,,L
BLR,OILPROD,TOT,KTOE,A,1972,,L
BLR,OILPROD,TOT,KTOE,A,1973,,L
BLR,OILPROD,TOT,KTOE,A,1974,,L
BLR,OILPROD,TOT,KTOE,A,1975,,L
BLR,OILPROD,TOT,KTOE,A,1976,,L
BLR,OILPROD,TOT,KTOE,A,1977,,L
BLR,OILPROD,TOT,KTOE,A,1978,,L
BLR,OILPROD,TOT,KTOE,A,1979,,L
BLR,OILPROD,TOT,KTOE,A,1980,,L
BLR,OILPROD,TOT,KTOE,A,1981,,L
BLR,OILPROD,TOT,KTOE,A,1982,,L
BLR,OILPROD,TOT,KTOE,A,1983,,L
BLR,OILPROD,TOT,KTOE,A,1984,,L
BLR,OILPROD,TOT,KTOE,A,1985,,L
BLR,OILPROD,TOT,KTOE,A,1986,,L
BLR,OILPROD,TOT,KTOE,A,1987,,L
BLR,OILPROD,TOT,KTOE,A,1988,,L
BLR,OILPROD,TOT,KTOE,A,1989,,L
BLR,OILPROD,TOT,KTOE,A,1990,2054.203,
BLR,OILPROD,TOT,KTOE,A,1991,2070.283,
BLR,OILPROD,TOT,KTOE,A,1992,2009.984,
BLR,OILPROD,TOT,KTOE,A,1993,2015.009,
BLR,OILPROD,TOT,KTOE,A,1994,2009.984,
BLR,OILPROD,TOT,KTOE,A,1995,1941.644,
BLR,OILPROD,TOT,KTOE,A,1996,1869.285,
BLR,OILPROD,TOT,KTOE,A,1997,1831.095,
BLR,OILPROD,TOT,KTOE,A,1998,1839.135,
BLR,OILPROD,TOT,KTOE,A,1999,1849.185,
BLR,OILPROD,TOT,KTOE,A,2000,1860.24,
BLR,OILPROD,TOT,KTOE,A,2001,1861.245,
BLR,OILPROD,TOT,KTOE,A,2002,1855.215,
BLR,OILPROD,TOT,KTOE,A,2003,1829.085,
BLR,OILPROD,TOT,KTOE,A,2004,1813.005,
BLR,OILPROD,TOT,KTOE,A,2005,1793.911,
BLR,OILPROD,TOT,KTOE,A,2006,1788.886,
BLR,OILPROD,TOT,KTOE,A,2007,1768.786,
BLR,OILPROD,TOT,KTOE,A,2008,1748.686,
BLR,OILPROD,TOT,KTOE,A,2009,1728.586,
BLR,OILPROD,TOT,KTOE,A,2010,1708.486,
BLR,OILPROD,TOT,KTOE,A,2011,1690.396,
BLR,OILPROD,TOT,KTOE,A,2012,1668.287,
BLR,OILPROD,TOT,KTOE,A,2013,1653.212,
BLR,OILPROD,TOT,KTOE,A,2014,1653.212,
BLR,OILPROD,TOT,KTOE,A,2015,1591.907,
BIH,OILPROD,TOT,KTOE,A,1960,,L
BIH,OILPROD,TOT,KTOE,A,1961,,L
BIH,OILPROD,TOT,KTOE,A,1962,,L
BIH,OILPROD,TOT,KTOE,A,1963,,L
BIH,OILPROD,TOT,KTOE,A,1964,,L
BIH,OILPROD,TOT,KTOE,A,1965,,L
BIH,OILPROD,TOT,KTOE,A,1966,,L
BIH,OILPROD,TOT,KTOE,A,1967,,L
BIH,OILPROD,TOT,KTOE,A,1968,,L
BIH,OILPROD,TOT,KTOE,A,1969,,L
BIH,OILPROD,TOT,KTOE,A,1970,,L
BIH,OILPROD,TOT,KTOE,A,1971,,L
BIH,OILPROD,TOT,KTOE,A,1972,,L
BIH,OILPROD,TOT,KTOE,A,1973,,L
BIH,OILPROD,TOT,KTOE,A,1974,,L
BIH,OILPROD,TOT,KTOE,A,1975,,L
BIH,OILPROD,TOT,KTOE,A,1976,,L
BIH,OILPROD,TOT,KTOE,A,1977,,L
BIH,OILPROD,TOT,KTOE,A,1978,,L
BIH,OILPROD,TOT,KTOE,A,1979,,L
BIH,OILPROD,TOT,KTOE,A,1980,,L
BIH,OILPROD,TOT,KTOE,A,1981,,L
BIH,OILPROD,TOT,KTOE,A,1982,,L
BIH,OILPROD,TOT,KTOE,A,1983,,L
BIH,OILPROD,TOT,KTOE,A,1984,,L
BIH,OILPROD,TOT,KTOE,A,1985,,L
BIH,OILPROD,TOT,KTOE,A,1986,,L
BIH,OILPROD,TOT,KTOE,A,1987,,L
BIH,OILPROD,TOT,KTOE,A,1988,,L
BIH,OILPROD,TOT,KTOE,A,1989,,L
BIH,OILPROD,TOT,KTOE,A,1990,0,
BIH,OILPROD,TOT,KTOE,A,1991,0,
BIH,OILPROD,TOT,KTOE,A,1992,0,
BIH,OILPROD,TOT,KTOE,A,1993,0,
BIH,OILPROD,TOT,KTOE,A,1994,0,
BIH,OILPROD,TOT,KTOE,A,1995,0,
BIH,OILPROD,TOT,KTOE,A,1996,0,
BIH,OILPROD,TOT,KTOE,A,1997,0,
BIH,OILPROD,TOT,KTOE,A,1998,0,
BIH,OILPROD,TOT,KTOE,A,1999,0,
BIH,OILPROD,TOT,KTOE,A,2000,0,
BIH,OILPROD,TOT,KTOE,A,2001,0,
BIH,OILPROD,TOT,KTOE,A,2002,0,
BIH,OILPROD,TOT,KTOE,A,2003,0,
BIH,OILPROD,TOT,KTOE,A,2004,0,
BIH,OILPROD,TOT,KTOE,A,2005,0,
BIH,OILPROD,TOT,KTOE,A,2006,0,
BIH,OILPROD,TOT,KTOE,A,2007,0,
BIH,OILPROD,TOT,KTOE,A,2008,0,
BIH,OILPROD,TOT,KTOE,A,2009,0,
BIH,OILPROD,TOT,KTOE,A,2010,0,
BIH,OILPROD,TOT,KTOE,A,2011,0,
BIH,OILPROD,TOT,KTOE,A,2012,0,
BIH,OILPROD,TOT,KTOE,A,2013,0,
BIH,OILPROD,TOT,KTOE,A,2014,0,
BIH,OILPROD,TOT,KTOE,A,2015,0,
BRA,OILPROD,TOT,KTOE,A,1960,,L
BRA,OILPROD,TOT,KTOE,A,1961,,L
BRA,OILPROD,TOT,KTOE,A,1962,,L
BRA,OILPROD,TOT,KTOE,A,1963,,L
BRA,OILPROD,TOT,KTOE,A,1964,,L
BRA,OILPROD,TOT,KTOE,A,1965,,L
BRA,OILPROD,TOT,KTOE,A,1966,,L
BRA,OILPROD,TOT,KTOE,A,1967,,L
BRA,OILPROD,TOT,KTOE,A,1968,,L
BRA,OILPROD,TOT,KTOE,A,1969,,L
BRA,OILPROD,TOT,KTOE,A,1970,,L
BRA,OILPROD,TOT,KTOE,A,1971,8520.78,
BRA,OILPROD,TOT,KTOE,A,1972,8312.906,
BRA,OILPROD,TOT,KTOE,A,1973,8453.527,
BRA,OILPROD,TOT,KTOE,A,1974,8969.135,
BRA,OILPROD,TOT,KTOE,A,1975,8727.634,
BRA,OILPROD,TOT,KTOE,A,1976,8472.887,
BRA,OILPROD,TOT,KTOE,A,1977,8177.381,
BRA,OILPROD,TOT,KTOE,A,1978,8153.944,
BRA,OILPROD,TOT,KTOE,A,1979,8418.881,
BRA,OILPROD,TOT,KTOE,A,1980,9255.47,
BRA,OILPROD,TOT,KTOE,A,1981,10928.649,
BRA,OILPROD,TOT,KTOE,A,1982,13337.537,
BRA,OILPROD,TOT,KTOE,A,1983,16910.11,
BRA,OILPROD,TOT,KTOE,A,1984,23710.838,
BRA,OILPROD,TOT,KTOE,A,1985,28079.24,
BRA,OILPROD,TOT,KTOE,A,1986,29432.457,
BRA,OILPROD,TOT,KTOE,A,1987,29103.323,
BRA,OILPROD,TOT,KTOE,A,1988,28447.095,
BRA,OILPROD,TOT,KTOE,A,1989,30622.635,
BRA,OILPROD,TOT,KTOE,A,1990,32549.542,
BRA,OILPROD,TOT,KTOE,A,1991,32116.472,
BRA,OILPROD,TOT,KTOE,A,1992,32465.985,
BRA,OILPROD,TOT,KTOE,A,1993,33169.086,
BRA,OILPROD,TOT,KTOE,A,1994,34445.879,
BRA,OILPROD,TOT,KTOE,A,1995,35775.658,
BRA,OILPROD,TOT,KTOE,A,1996,40521.087,
BRA,OILPROD,TOT,KTOE,A,1997,43589.26,
BRA,OILPROD,TOT,KTOE,A,1998,50511.247,
BRA,OILPROD,TOT,KTOE,A,1999,56612.497,
BRA,OILPROD,TOT,KTOE,A,2000,63849.523,
BRA,OILPROD,TOT,KTOE,A,2001,66742.705,
BRA,OILPROD,TOT,KTOE,A,2002,75123.973,
BRA,OILPROD,TOT,KTOE,A,2003,77579.526,
BRA,OILPROD,TOT,KTOE,A,2004,76502.415,
BRA,OILPROD,TOT,KTOE,A,2005,84299.229,
BRA,OILPROD,TOT,KTOE,A,2006,89113.839,
BRA,OILPROD,TOT,KTOE,A,2007,90764.916,
BRA,OILPROD,TOT,KTOE,A,2008,94000.854,
BRA,OILPROD,TOT,KTOE,A,2009,100920.856,
BRA,OILPROD,TOT,KTOE,A,2010,106438.365,
BRA,OILPROD,TOT,KTOE,A,2011,108974.94,
BRA,OILPROD,TOT,KTOE,A,2012,107016.757,
BRA,OILPROD,TOT,KTOE,A,2013,104761.233,
BRA,OILPROD,TOT,KTOE,A,2014,116703.803,
BRA,OILPROD,TOT,KTOE,A,2015,126126.092,
BRN,OILPROD,TOT,KTOE,A,1960,,L
BRN,OILPROD,TOT,KTOE,A,1961,,L
BRN,OILPROD,TOT,KTOE,A,1962,,L
BRN,OILPROD,TOT,KTOE,A,1963,,L
BRN,OILPROD,TOT,KTOE,A,1964,,L
BRN,OILPROD,TOT,KTOE,A,1965,,L
BRN,OILPROD,TOT,KTOE,A,1966,,L
BRN,OILPROD,TOT,KTOE,A,1967,,L
BRN,OILPROD,TOT,KTOE,A,1968,,L
BRN,OILPROD,TOT,KTOE,A,1969,,L
BRN,OILPROD,TOT,KTOE,A,1970,,L
BRN,OILPROD,TOT,KTOE,A,1971,6474.126,
BRN,OILPROD,TOT,KTOE,A,1972,9112.376,
BRN,OILPROD,TOT,KTOE,A,1973,11406.551,
BRN,OILPROD,TOT,KTOE,A,1974,9631.042,
BRN,OILPROD,TOT,KTOE,A,1975,8961.269,
BRN,OILPROD,TOT,KTOE,A,1976,10214.03,
BRN,OILPROD,TOT,KTOE,A,1977,10761.283,
BRN,OILPROD,TOT,KTOE,A,1978,11380.005,
BRN,OILPROD,TOT,KTOE,A,1979,12514.33,
BRN,OILPROD,TOT,KTOE,A,1980,11329.977,
BRN,OILPROD,TOT,KTOE,A,1981,8087.516,
BRN,OILPROD,TOT,KTOE,A,1982,8314.876,
BRN,OILPROD,TOT,KTOE,A,1983,8303.711,
BRN,OILPROD,TOT,KTOE,A,1984,7995.408,
BRN,OILPROD,TOT,KTOE,A,1985,8493.654,
BRN,OILPROD,TOT,KTOE,A,1986,8355.819,
BRN,OILPROD,TOT,KTOE,A,1987,7839.196,
BRN,OILPROD,TOT,KTOE,A,1988,7574.759,
BRN,OILPROD,TOT,KTOE,A,1989,7209.243,
BRN,OILPROD,TOT,KTOE,A,1990,7257.229,
BRN,OILPROD,TOT,KTOE,A,1991,7707.488,
BRN,OILPROD,TOT,KTOE,A,1992,8748.902,
BRN,OILPROD,TOT,KTOE,A,1993,8283.329,
BRN,OILPROD,TOT,KTOE,A,1994,8407.89,
BRN,OILPROD,TOT,KTOE,A,1995,8210.838,
BRN,OILPROD,TOT,KTOE,A,1996,7728.929,
BRN,OILPROD,TOT,KTOE,A,1997,7542.087,
BRN,OILPROD,TOT,KTOE,A,1998,7535.961,
BRN,OILPROD,TOT,KTOE,A,1999,8788.721,
BRN,OILPROD,TOT,KTOE,A,2000,9674.944,
BRN,OILPROD,TOT,KTOE,A,2001,9773.981,
BRN,OILPROD,TOT,KTOE,A,2002,10132.35,
BRN,OILPROD,TOT,KTOE,A,2003,10340.633,
BRN,OILPROD,TOT,KTOE,A,2004,9898.542,
BRN,OILPROD,TOT,KTOE,A,2005,10437.627,
BRN,OILPROD,TOT,KTOE,A,2006,10512.16,
BRN,OILPROD,TOT,KTOE,A,2007,9241.022,
BRN,OILPROD,TOT,KTOE,A,2008,9020.487,
BRN,OILPROD,TOT,KTOE,A,2009,7818.776,
BRN,OILPROD,TOT,KTOE,A,2010,7775.895,
BRN,OILPROD,TOT,KTOE,A,2011,7441.008,
BRN,OILPROD,TOT,KTOE,A,2012,7432.84,
BRN,OILPROD,TOT,KTOE,A,2013,6188.248,
BRN,OILPROD,TOT,KTOE,A,2014,5799.249,
BRN,OILPROD,TOT,KTOE,A,2015,5850.299,
BGR,OILPROD,TOT,KTOE,A,1960,,L
BGR,OILPROD,TOT,KTOE,A,1961,,L
BGR,OILPROD,TOT,KTOE,A,1962,,L
BGR,OILPROD,TOT,KTOE,A,1963,,L
BGR,OILPROD,TOT,KTOE,A,1964,,L
BGR,OILPROD,TOT,KTOE,A,1965,,L
BGR,OILPROD,TOT,KTOE,A,1966,,L
BGR,OILPROD,TOT,KTOE,A,1967,,L
BGR,OILPROD,TOT,KTOE,A,1968,,L
BGR,OILPROD,TOT,KTOE,A,1969,,L
BGR,OILPROD,TOT,KTOE,A,1970,,L
BGR,OILPROD,TOT,KTOE,A,1971,310.493,
BGR,OILPROD,TOT,KTOE,A,1972,252.466,
BGR,OILPROD,TOT,KTOE,A,1973,193.422,
BGR,OILPROD,TOT,KTOE,A,1974,146.593,
BGR,OILPROD,TOT,KTOE,A,1975,124.197,
BGR,OILPROD,TOT,KTOE,A,1976,119.107,
BGR,OILPROD,TOT,KTOE,A,1977,131.323,
BGR,OILPROD,TOT,KTOE,A,1978,250.43,
BGR,OILPROD,TOT,KTOE,A,1979,264.682,
BGR,OILPROD,TOT,KTOE,A,1980,279.952,
BGR,OILPROD,TOT,KTOE,A,1981,305.403,
BGR,OILPROD,TOT,KTOE,A,1982,305.403,
BGR,OILPROD,TOT,KTOE,A,1983,152.701,
BGR,OILPROD,TOT,KTOE,A,1984,152.701,
BGR,OILPROD,TOT,KTOE,A,1985,203.602,
BGR,OILPROD,TOT,KTOE,A,1986,101.801,
BGR,OILPROD,TOT,KTOE,A,1987,91.621,
BGR,OILPROD,TOT,KTOE,A,1988,81.441,
BGR,OILPROD,TOT,KTOE,A,1989,81.441,
BGR,OILPROD,TOT,KTOE,A,1990,61.081,
BGR,OILPROD,TOT,KTOE,A,1991,56.411,
BGR,OILPROD,TOT,KTOE,A,1992,51.548,
BGR,OILPROD,TOT,KTOE,A,1993,41.822,
BGR,OILPROD,TOT,KTOE,A,1994,35.014,
BGR,OILPROD,TOT,KTOE,A,1995,41.822,
BGR,OILPROD,TOT,KTOE,A,1996,31.123,
BGR,OILPROD,TOT,KTOE,A,1997,27.233,
BGR,OILPROD,TOT,KTOE,A,1998,32.096,
BGR,OILPROD,TOT,KTOE,A,1999,38.904,
BGR,OILPROD,TOT,KTOE,A,2000,40.849,
BGR,OILPROD,TOT,KTOE,A,2001,33.069,
BGR,OILPROD,TOT,KTOE,A,2002,35.986,
BGR,OILPROD,TOT,KTOE,A,2003,29.178,
BGR,OILPROD,TOT,KTOE,A,2004,29.178,
BGR,OILPROD,TOT,KTOE,A,2005,29.178,
BGR,OILPROD,TOT,KTOE,A,2006,27.233,
BGR,OILPROD,TOT,KTOE,A,2007,25.288,
BGR,OILPROD,TOT,KTOE,A,2008,23.343,
BGR,OILPROD,TOT,KTOE,A,2009,24.315,
BGR,OILPROD,TOT,KTOE,A,2010,22.37,
BGR,OILPROD,TOT,KTOE,A,2011,21.397,
BGR,OILPROD,TOT,KTOE,A,2012,23.343,
BGR,OILPROD,TOT,KTOE,A,2013,27.233,
BGR,OILPROD,TOT,KTOE,A,2014,25.288,
BGR,OILPROD,TOT,KTOE,A,2015,25.288,
KHM,OILPROD,TOT,KTOE,A,1960,,L
KHM,OILPROD,TOT,KTOE,A,1961,,L
KHM,OILPROD,TOT,KTOE,A,1962,,L
KHM,OILPROD,TOT,KTOE,A,1963,,L
KHM,OILPROD,TOT,KTOE,A,1964,,L
KHM,OILPROD,TOT,KTOE,A,1965,,L
KHM,OILPROD,TOT,KTOE,A,1966,,L
KHM,OILPROD,TOT,KTOE,A,1967,,L
KHM,OILPROD,TOT,KTOE,A,1968,,L
KHM,OILPROD,TOT,KTOE,A,1969,,L
KHM,OILPROD,TOT,KTOE,A,1970,,L
KHM,OILPROD,TOT,KTOE,A,1971,,L
KHM,OILPROD,TOT,KTOE,A,1972,,L
KHM,OILPROD,TOT,KTOE,A,1973,,L
KHM,OILPROD,TOT,KTOE,A,1974,,L
KHM,OILPROD,TOT,KTOE,A,1975,,L
KHM,OILPROD,TOT,KTOE,A,1976,,L
KHM,OILPROD,TOT,KTOE,A,1977,,L
KHM,OILPROD,TOT,KTOE,A,1978,,L
KHM,OILPROD,TOT,KTOE,A,1979,,L
KHM,OILPROD,TOT,KTOE,A,1980,,L
KHM,OILPROD,TOT,KTOE,A,1981,,L
KHM,OILPROD,TOT,KTOE,A,1982,,L
KHM,OILPROD,TOT,KTOE,A,1983,,L
KHM,OILPROD,TOT,KTOE,A,1984,,L
KHM,OILPROD,TOT,KTOE,A,1985,,L
KHM,OILPROD,TOT,KTOE,A,1986,,L
KHM,OILPROD,TOT,KTOE,A,1987,,L
KHM,OILPROD,TOT,KTOE,A,1988,,L
KHM,OILPROD,TOT,KTOE,A,1989,,L
KHM,OILPROD,TOT,KTOE,A,1990,,L
KHM,OILPROD,TOT,KTOE,A,1991,,L
KHM,OILPROD,TOT,KTOE,A,1992,,L
KHM,OILPROD,TOT,KTOE,A,1993,,L
KHM,OILPROD,TOT,KTOE,A,1994,,L
KHM,OILPROD,TOT,KTOE,A,1995,0,
KHM,OILPROD,TOT,KTOE,A,1996,0,
KHM,OILPROD,TOT,KTOE,A,1997,0,
KHM,OILPROD,TOT,KTOE,A,1998,0,
KHM,OILPROD,TOT,KTOE,A,1999,0,
KHM,OILPROD,TOT,KTOE,A,2000,0,
KHM,OILPROD,TOT,KTOE,A,2001,0,
KHM,OILPROD,TOT,KTOE,A,2002,0,
KHM,OILPROD,TOT,KTOE,A,2003,0,
KHM,OILPROD,TOT,KTOE,A,2004,0,
KHM,OILPROD,TOT,KTOE,A,2005,0,
KHM,OILPROD,TOT,KTOE,A,2006,0,
KHM,OILPROD,TOT,KTOE,A,2007,0,
KHM,OILPROD,TOT,KTOE,A,2008,0,
KHM,OILPROD,TOT,KTOE,A,2009,0,
KHM,OILPROD,TOT,KTOE,A,2010,0,
KHM,OILPROD,TOT,KTOE,A,2011,0,
KHM,OILPROD,TOT,KTOE,A,2012,0,
KHM,OILPROD,TOT,KTOE,A,2013,0,
KHM,OILPROD,TOT,KTOE,A,2014,0,
KHM,OILPROD,TOT,KTOE,A,2015,0,
CHL,OILPROD,TOT,KTOE,A,1960,,L
CHL,OILPROD,TOT,KTOE,A,1961,,L
CHL,OILPROD,TOT,KTOE,A,1962,,L
CHL,OILPROD,TOT,KTOE,A,1963,,L
CHL,OILPROD,TOT,KTOE,A,1964,,L
CHL,OILPROD,TOT,KTOE,A,1965,,L
